交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2019/06/18,CBO,201906  ,25.0000,買權,-,-,-,-,0,0.01,20,-,-,-,-,,一般,
2019/06/05,CBO,201906  ,25.0000,買權,-,-,-,-,0,0.03,20,-,-,-,-,,一般,
2019/06/06,CBO,201906  ,25.0000,買權,-,-,-,-,0,0.02,20,-,-,-,-,,一般,
2019/06/11,CBO,201906  ,25.0000,買權,-,-,-,-,0,0.01,20,-,-,-,-,,一般,
2019/06/10,CBO,201906  ,25.0000,買權,-,-,-,-,0,0.03,20,-,-,-,-,,一般,
2019/06/12,CBO,201906  ,25.0000,買權,-,-,-,-,0,0.02,20,-,-,-,-,,一般,
2019/06/13,CBO,201906  ,25.0000,買權,-,-,-,-,0,0.02,20,-,-,-,-,,一般,
2019/06/03,CBO,201906  ,25.0000,買權,-,-,-,-,0,0.03,20,-,-,-,-,,一般,
2019/06/04,CBO,201906  ,25.0000,買權,-,-,-,-,0,0.01,20,-,-,-,-,,一般,
2019/06/13,CBO,201906  ,25.0000,賣權,-,-,-,-,0,0.57,41,-,-,-,-,,一般,
2019/06/12,CBO,201906  ,25.0000,賣權,-,-,-,-,0,0.47,41,-,-,-,-,,一般,
2019/06/10,CBO,201906  ,25.0000,賣權,-,-,-,-,0,0.55,41,-,-,-,-,,一般,
2019/06/11,CBO,201906  ,25.0000,賣權,-,-,-,-,0,0.61,41,-,-,-,-,,一般,
2019/06/06,CBO,201906  ,25.0000,賣權,0.86,0.86,0.86,0.86,5,0.68,41,0.67,0.82,0.95,0.58,,一般,
2019/06/05,CBO,201906  ,25.0000,賣權,-,-,-,-,0,0.8,41,-,-,-,-,,一般,
2019/06/18,CBO,201906  ,25.0000,賣權,-,-,-,-,0,0.4,36,-,-,-,-,,一般,
2019/06/14,CBO,201906  ,25.0000,賣權,-,-,-,-,0,0.5,41,-,-,-,-,,一般,
2019/06/17,CBO,201906  ,25.0000,賣權,0.56,0.56,0.56,0.56,5,0.46,36,-,-,0.95,0.56,,一般,
2019/06/19,CBO,201906  ,25.0000,賣權,-,-,-,-,0,0,36,-,-,-,-,,一般,
2019/06/04,CBO,201906  ,25.0000,賣權,0.87,0.87,0.87,0.87,5,0.83,41,-,-,0.95,0.58,,一般,
2019/06/03,CBO,201906  ,25.0000,賣權,0.87,0.87,0.87,0.87,10,0.87,46,-,-,0.95,0.58,,一般,
2019/06/19,CBO,201906  ,26.0000,買權,-,-,-,-,0,0,3,-,-,-,-,,一般,
2019/06/17,CBO,201906  ,26.0000,買權,-,-,-,-,0,0.01,3,-,-,-,-,,一般,
2019/06/14,CBO,201906  ,26.0000,買權,-,-,-,-,0,0.01,3,-,-,-,-,,一般,
2019/06/18,CBO,201906  ,26.0000,買權,-,-,-,-,0,0.01,3,-,-,-,-,,一般,
2019/06/05,CBO,201906  ,26.0000,買權,-,-,-,-,0,0.01,3,-,-,-,-,,一般,
2019/06/06,CBO,201906  ,26.0000,買權,-,-,-,-,0,0.01,3,-,-,-,-,,一般,
2019/06/11,CBO,201906  ,26.0000,買權,-,-,-,-,0,0.01,3,-,-,-,-,,一般,
2019/06/10,CBO,201906  ,26.0000,買權,-,-,-,-,0,0.01,3,-,-,-,-,,一般,
2019/06/12,CBO,201906  ,26.0000,買權,-,-,-,-,0,0.01,3,-,-,-,-,,一般,
2019/06/13,CBO,201906  ,26.0000,買權,-,-,-,-,0,0.01,3,-,-,-,-,,一般,
2019/06/03,CBO,201906  ,26.0000,買權,-,-,-,-,0,0.01,3,-,-,-,-,,一般,
2019/06/04,CBO,201906  ,26.0000,買權,-,-,-,-,0,0.01,3,-,-,-,-,,一般,
2019/06/13,CBO,201906  ,26.0000,賣權,-,-,-,-,0,1.55,10,-,-,-,-,,一般,
2019/06/12,CBO,201906  ,26.0000,賣權,-,-,-,-,0,1.45,10,-,-,-,-,,一般,
2019/06/10,CBO,201906  ,26.0000,賣權,-,-,-,-,0,1.5,10,-,-,-,-,,一般,
2019/06/11,CBO,201906  ,26.0000,賣權,-,-,-,-,0,1.6,10,-,-,-,-,,一般,
2019/06/06,CBO,201906  ,26.0000,賣權,-,-,-,-,0,1.65,10,-,-,-,-,,一般,
2019/06/05,CBO,201906  ,26.0000,賣權,-,-,-,-,0,1.79,10,-,-,-,-,,一般,
2019/06/18,CBO,201906  ,26.0000,賣權,-,-,-,-,0,1.4,10,-,-,-,-,,一般,
2019/06/14,CBO,201906  ,26.0000,賣權,1.44,1.44,1.44,1.44,5,1.5,10,1.27,1.54,1.86,1.38,,一般,
2019/06/17,CBO,201906  ,26.0000,賣權,1.56,1.56,1.56,1.56,5,1.45,10,-,-,1.86,1.38,,一般,
2019/06/19,CBO,201906  ,26.0000,賣權,-,-,-,-,0,0,10,-,-,-,-,,一般,
2019/06/04,CBO,201906  ,26.0000,賣權,1.86,1.86,1.86,1.86,5,1.79,10,-,-,1.86,1.38,,一般,
2019/06/03,CBO,201906  ,26.0000,賣權,-,-,-,-,0,1.84,5,-,-,-,-,,一般,
2019/06/17,CBO,201906  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/14,CBO,201906  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/18,CBO,201906  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/19,CBO,201906  ,27.0000,買權,-,-,-,-,0,0,0,-,-,-,-,,一般,
2019/06/05,CBO,201906  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/06,CBO,201906  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/11,CBO,201906  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/10,CBO,201906  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/13,CBO,201906  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/12,CBO,201906  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/03,CBO,201906  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/04,CBO,201906  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/12,CBO,201906  ,27.0000,賣權,-,-,-,-,0,2.45,0,-,-,-,-,,一般,
2019/06/13,CBO,201906  ,27.0000,賣權,-,-,-,-,0,2.55,0,-,-,-,-,,一般,
2019/06/10,CBO,201906  ,27.0000,賣權,-,-,-,-,0,2.5,0,-,-,-,-,,一般,
2019/06/11,CBO,201906  ,27.0000,賣權,-,-,-,-,0,2.6,0,-,-,-,-,,一般,
2019/06/06,CBO,201906  ,27.0000,賣權,-,-,-,-,0,2.64,0,-,-,-,-,,一般,
2019/06/05,CBO,201906  ,27.0000,賣權,-,-,-,-,0,2.79,0,-,-,-,-,,一般,
2019/06/19,CBO,201906  ,27.0000,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般,
2019/06/18,CBO,201906  ,27.0000,賣權,-,-,-,-,0,2.4,0,-,-,-,-,,一般,
2019/06/14,CBO,201906  ,27.0000,賣權,-,-,-,-,0,2.5,0,-,-,-,-,,一般,
2019/06/17,CBO,201906  ,27.0000,賣權,-,-,-,-,0,2.45,0,-,-,-,-,,一般,
2019/06/04,CBO,201906  ,27.0000,賣權,-,-,-,-,0,2.79,0,-,-,-,-,,一般,
2019/06/03,CBO,201906  ,27.0000,賣權,-,-,-,-,0,2.84,0,-,-,-,-,,一般,
2019/06/17,CBO,201906  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/14,CBO,201906  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/18,CBO,201906  ,28.0000,買權,0.01,0.01,0.01,0.01,25,0.01,25,-,0.01,0.01,0.01,,一般,
2019/06/19,CBO,201906  ,28.0000,買權,0.01,0.01,0.01,0.01,20,0,45,-,0.03,0.01,0.01,,一般,
2019/06/05,CBO,201906  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/06,CBO,201906  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/11,CBO,201906  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/10,CBO,201906  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/13,CBO,201906  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/12,CBO,201906  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/03,CBO,201906  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/04,CBO,201906  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/12,CBO,201906  ,28.0000,賣權,-,-,-,-,0,3.45,0,-,-,-,-,,一般,
2019/06/13,CBO,201906  ,28.0000,賣權,-,-,-,-,0,3.55,0,-,-,-,-,,一般,
2019/06/10,CBO,201906  ,28.0000,賣權,-,-,-,-,0,3.5,0,-,-,-,-,,一般,
2019/06/11,CBO,201906  ,28.0000,賣權,-,-,-,-,0,3.6,0,-,-,-,-,,一般,
2019/06/06,CBO,201906  ,28.0000,賣權,-,-,-,-,0,3.64,0,-,-,-,-,,一般,
2019/06/05,CBO,201906  ,28.0000,賣權,-,-,-,-,0,3.79,0,-,-,-,-,,一般,
2019/06/19,CBO,201906  ,28.0000,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般,
2019/06/18,CBO,201906  ,28.0000,賣權,-,-,-,-,0,3.4,0,-,-,-,-,,一般,
2019/06/14,CBO,201906  ,28.0000,賣權,-,-,-,-,0,3.5,0,-,-,-,-,,一般,
2019/06/17,CBO,201906  ,28.0000,賣權,-,-,-,-,0,3.45,0,-,-,-,-,,一般,
2019/06/04,CBO,201906  ,28.0000,賣權,-,-,-,-,0,3.79,0,-,-,-,-,,一般,
2019/06/03,CBO,201906  ,28.0000,賣權,-,-,-,-,0,3.84,0,-,-,-,-,,一般,
2019/06/17,CBO,201906  ,29.0000,買權,-,-,-,-,0,0.01,20,-,-,-,-,,一般,
2019/06/14,CBO,201906  ,29.0000,買權,-,-,-,-,0,0.01,20,-,-,-,-,,一般,
2019/06/19,CBO,201906  ,29.0000,買權,-,-,-,-,0,0,20,-,-,-,-,,一般,
2019/06/18,CBO,201906  ,29.0000,買權,-,-,-,-,0,0.01,20,-,-,-,-,,一般,
2019/06/05,CBO,201906  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/06,CBO,201906  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/11,CBO,201906  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/10,CBO,201906  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/12,CBO,201906  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/13,CBO,201906  ,29.0000,買權,0.01,0.01,0.01,0.01,20,0.01,20,-,0.01,0.01,0.01,,一般,
2019/06/03,CBO,201906  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/04,CBO,201906  ,29.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/12,CBO,201906  ,29.0000,賣權,-,-,-,-,0,4.45,0,-,-,-,-,,一般,
2019/06/10,CBO,201906  ,29.0000,賣權,-,-,-,-,0,4.5,0,-,-,-,-,,一般,
2019/06/11,CBO,201906  ,29.0000,賣權,-,-,-,-,0,4.6,0,-,-,-,-,,一般,
2019/06/06,CBO,201906  ,29.0000,賣權,-,-,-,-,0,4.64,0,-,-,-,-,,一般,
2019/06/05,CBO,201906  ,29.0000,賣權,-,-,-,-,0,4.79,0,-,-,-,-,,一般,
2019/06/18,CBO,201906  ,29.0000,賣權,-,-,-,-,0,4.4,0,-,-,-,-,,一般,
2019/06/19,CBO,201906  ,29.0000,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般,
2019/06/14,CBO,201906  ,29.0000,賣權,-,-,-,-,0,4.5,0,-,-,-,-,,一般,
2019/06/17,CBO,201906  ,29.0000,賣權,-,-,-,-,0,4.45,0,-,-,-,-,,一般,
2019/06/04,CBO,201906  ,29.0000,賣權,-,-,-,-,0,4.79,0,-,-,-,-,,一般,
2019/06/03,CBO,201906  ,29.0000,賣權,-,-,-,-,0,4.84,0,-,-,-,-,,一般,
2019/06/13,CBO,201906  ,29.0000,賣權,-,-,-,-,0,4.55,0,-,-,-,-,,一般,
2019/06/17,CBO,201906  ,30.0000,買權,-,-,-,-,0,0.01,60,-,-,-,-,,一般,
2019/06/14,CBO,201906  ,30.0000,買權,-,-,-,-,0,0.01,60,-,-,-,-,,一般,
2019/06/19,CBO,201906  ,30.0000,買權,-,-,-,-,0,0,60,-,-,-,-,,一般,
2019/06/18,CBO,201906  ,30.0000,買權,-,-,-,-,0,0.01,60,-,-,-,-,,一般,
2019/06/06,CBO,201906  ,30.0000,買權,-,-,-,-,0,0.01,35,-,-,-,-,,一般,
2019/06/11,CBO,201906  ,30.0000,買權,-,-,-,-,0,0.01,35,-,-,-,-,,一般,
2019/06/10,CBO,201906  ,30.0000,買權,-,-,-,-,0,0.01,35,-,-,-,-,,一般,
2019/06/12,CBO,201906  ,30.0000,買權,-,-,-,-,0,0.01,35,-,-,-,-,,一般,
2019/06/13,CBO,201906  ,30.0000,買權,0.01,0.01,0.01,0.01,25,0.01,60,-,0.01,0.01,0.01,,一般,
2019/06/03,CBO,201906  ,30.0000,買權,-,-,-,-,0,0.01,35,-,-,-,-,,一般,
2019/06/04,CBO,201906  ,30.0000,買權,-,-,-,-,0,0.01,35,-,-,-,-,,一般,
2019/06/05,CBO,201906  ,30.0000,買權,-,-,-,-,0,0.01,35,-,-,-,-,,一般,
2019/06/13,CBO,201906  ,30.0000,賣權,-,-,-,-,0,5.55,0,-,-,-,-,,一般,
2019/06/12,CBO,201906  ,30.0000,賣權,-,-,-,-,0,5.45,0,-,-,-,-,,一般,
2019/06/10,CBO,201906  ,30.0000,賣權,-,-,-,-,0,5.5,0,-,-,-,-,,一般,
2019/06/11,CBO,201906  ,30.0000,賣權,-,-,-,-,0,5.6,0,-,-,-,-,,一般,
2019/06/06,CBO,201906  ,30.0000,賣權,-,-,-,-,0,5.65,0,-,-,-,-,,一般,
2019/06/18,CBO,201906  ,30.0000,賣權,-,-,-,-,0,5.4,0,-,-,-,-,,一般,
2019/06/19,CBO,201906  ,30.0000,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般,
2019/06/14,CBO,201906  ,30.0000,賣權,-,-,-,-,0,5.5,0,-,-,-,-,,一般,
2019/06/17,CBO,201906  ,30.0000,賣權,-,-,-,-,0,5.45,0,-,-,-,-,,一般,
2019/06/05,CBO,201906  ,30.0000,賣權,-,-,-,-,0,5.8,0,-,-,-,-,,一般,
2019/06/04,CBO,201906  ,30.0000,賣權,-,-,-,-,0,5.8,0,-,-,-,-,,一般,
2019/06/03,CBO,201906  ,30.0000,賣權,-,-,-,-,0,5.85,0,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,20.0000,買權,-,-,-,-,0,4.56,0,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,20.0000,買權,-,-,-,-,0,4.51,0,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,20.0000,買權,-,-,-,-,0,4.96,0,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,20.0000,買權,-,-,-,-,0,5,0,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,20.0000,買權,-,-,-,-,0,4.81,0,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,20.0000,買權,-,-,-,-,0,4.61,0,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,20.0000,買權,-,-,-,-,0,4.21,0,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,20.0000,買權,-,-,-,-,0,4.36,0,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,20.0000,買權,-,-,-,-,0,4.41,0,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,20.0000,買權,-,-,-,-,0,4.51,0,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,20.0000,買權,-,-,-,-,0,4.46,0,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,20.0000,買權,-,-,-,-,0,4.56,0,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,20.0000,買權,-,-,-,-,0,4.22,0,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,20.0000,買權,-,-,-,-,0,4.17,0,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,20.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,20.5000,買權,-,-,-,-,0,4.06,0,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,20.5000,買權,-,-,-,-,0,4.01,0,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,20.5000,買權,-,-,-,-,0,4.51,0,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,20.5000,買權,-,-,-,-,0,4.31,0,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,20.5000,買權,-,-,-,-,0,4.46,0,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,20.5000,買權,-,-,-,-,0,3.72,0,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,20.5000,買權,-,-,-,-,0,4.11,0,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,20.5000,買權,-,-,-,-,0,3.86,0,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,20.5000,買權,-,-,-,-,0,4.06,0,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,20.5000,買權,-,-,-,-,0,3.91,0,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,20.5000,買權,-,-,-,-,0,4.01,0,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,20.5000,買權,-,-,-,-,0,3.96,0,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,20.5000,買權,-,-,-,-,0,3.72,0,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,20.5000,買權,-,-,-,-,0,3.67,0,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,20.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,21.0000,買權,-,-,-,-,0,3.56,0,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,21.0000,買權,-,-,-,-,0,3.51,0,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,21.0000,買權,-,-,-,-,0,4.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,21.0000,買權,-,-,-,-,0,3.81,0,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,21.0000,買權,-,-,-,-,0,3.96,0,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,21.0000,買權,-,-,-,-,0,3.61,0,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,21.0000,買權,-,-,-,-,0,3.36,0,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,21.0000,買權,-,-,-,-,0,3.56,0,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,21.0000,買權,-,-,-,-,0,3.41,0,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,21.0000,買權,-,-,-,-,0,3.51,0,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,21.0000,買權,-,-,-,-,0,3.46,0,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,21.0000,買權,-,-,-,-,0,3.22,0,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,21.0000,買權,-,-,-,-,0,3.22,0,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,21.0000,買權,-,-,-,-,0,3.17,0,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,21.0000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,21.5000,買權,-,-,-,-,0,3.06,0,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,21.5000,買權,-,-,-,-,0,3.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,21.5000,買權,-,-,-,-,0,3.31,0,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,21.5000,買權,-,-,-,-,0,3.51,0,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,21.5000,買權,-,-,-,-,0,3.46,0,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,21.5000,買權,-,-,-,-,0,3.11,0,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,21.5000,買權,-,-,-,-,0,2.87,0,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,21.5000,買權,-,-,-,-,0,3.06,0,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,21.5000,買權,-,-,-,-,0,2.91,0,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,21.5000,買權,-,-,-,-,0,3.01,0,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,21.5000,買權,-,-,-,-,0,2.96,0,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,21.5000,買權,-,-,-,-,0,2.72,0,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,21.5000,買權,-,-,-,-,0,2.72,0,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,21.5000,買權,-,-,-,-,0,2.67,0,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,21.5000,賣權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,22.0000,買權,-,-,-,-,0,2.56,0,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,22.0000,買權,-,-,-,-,0,2.51,0,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,22.0000,買權,-,-,-,-,0,2.81,0,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,22.0000,買權,-,-,-,-,0,3.01,0,-,-,-,-,,一般,
