交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2019/06/19,CBO,201907  ,22.0000,買權,-,-,-,-,0,2.96,0,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,22.0000,買權,-,-,-,-,0,2.61,0,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,22.0000,買權,-,-,-,-,0,2.37,0,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,22.0000,買權,-,-,-,-,0,2.56,0,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,22.0000,買權,-,-,-,-,0,2.41,0,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,22.0000,買權,-,-,-,-,0,2.52,0,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,22.0000,買權,-,-,-,-,0,2.46,0,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,22.0000,買權,-,-,-,-,0,2.22,0,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,22.0000,買權,-,-,-,-,0,2.22,0,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,22.0000,買權,-,-,-,-,0,2.17,0,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,22.0000,賣權,-,-,-,-,0,0.01,5,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,22.0000,賣權,0.01,0.01,0.01,0.01,5,0.01,5,-,-,0.05,0.01,,一般,
2019/06/11,CBO,201907  ,22.0000,賣權,-,-,-,-,0,0.01,5,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,22.0000,賣權,-,-,-,-,0,0.01,5,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,22.0000,賣權,-,-,-,-,0,0.01,1,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,22.0000,賣權,-,-,-,-,0,0.01,5,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,22.0000,賣權,-,-,-,-,0,0.01,5,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,22.0000,賣權,-,-,-,-,0,0.01,5,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,22.0000,賣權,-,-,-,-,0,0.01,5,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,22.0000,賣權,-,-,-,-,0,0.01,5,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,22.0000,賣權,-,-,-,-,0,0.01,5,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,22.0000,賣權,-,-,-,-,0,0.01,1,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,22.0000,賣權,-,-,-,-,0,0.01,1,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,22.0000,賣權,-,-,-,-,0,0.01,1,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,22.5000,買權,-,-,-,-,0,2.06,0,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,22.5000,買權,-,-,-,-,0,2.02,0,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,22.5000,買權,-,-,-,-,0,2.31,0,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,22.5000,買權,-,-,-,-,0,2.51,0,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,22.5000,買權,-,-,-,-,0,2.46,0,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,22.5000,買權,-,-,-,-,0,2.11,0,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,22.5000,買權,-,-,-,-,0,1.87,0,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,22.5000,買權,-,-,-,-,0,2.07,0,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,22.5000,買權,-,-,-,-,0,1.92,0,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,22.5000,買權,-,-,-,-,0,2.02,0,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,22.5000,買權,-,-,-,-,0,1.97,0,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,22.5000,買權,-,-,-,-,0,1.74,0,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,22.5000,買權,-,-,-,-,0,1.72,0,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,22.5000,買權,-,-,-,-,0,1.69,0,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,22.5000,賣權,-,-,-,-,0,0.01,6,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,22.5000,賣權,0.02,0.02,0.02,0.02,5,0.01,6,0.01,0.08,0.06,0.02,,一般,
2019/06/11,CBO,201907  ,22.5000,賣權,-,-,-,-,0,0.01,6,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,22.5000,賣權,-,-,-,-,0,0.01,6,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,22.5000,賣權,-,-,-,-,0,0.01,1,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,22.5000,賣權,-,-,-,-,0,0.01,6,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,22.5000,賣權,-,-,-,-,0,0.01,6,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,22.5000,賣權,-,-,-,-,0,0.01,6,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,22.5000,賣權,0.01,0.01,0.01,0.01,1,0.01,6,-,-,0.06,0.01,,一般,
2019/06/14,CBO,201907  ,22.5000,賣權,-,-,-,-,0,0.01,6,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,22.5000,賣權,-,-,-,-,0,0.01,6,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,22.5000,賣權,-,-,-,-,0,0.02,1,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,22.5000,賣權,-,-,-,-,0,0.02,1,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,22.5000,賣權,-,-,-,-,0,0.01,1,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,23.0000,買權,-,-,-,-,0,1.56,10,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,23.0000,買權,-,-,-,-,0,1.54,10,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,23.0000,買權,-,-,-,-,0,2.01,10,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,23.0000,買權,-,-,-,-,0,1.96,10,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,23.0000,買權,-,-,-,-,0,1.81,10,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,23.0000,買權,-,-,-,-,0,1.63,10,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,23.0000,買權,-,-,-,-,0,1.39,10,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,23.0000,買權,-,-,-,-,0,1.57,10,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,23.0000,買權,-,-,-,-,0,1.43,10,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,23.0000,買權,-,-,-,-,0,1.53,10,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,23.0000,買權,-,-,-,-,0,1.49,10,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,23.0000,買權,-,-,-,-,0,1.28,10,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,23.0000,買權,-,-,-,-,0,1.25,10,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,23.0000,買權,1.2,1.2,1.2,1.2,5,1.24,10,-,-,1.2,1.2,,一般,
2019/06/13,CBO,201907  ,23.0000,賣權,-,-,-,-,0,0.03,10,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,23.0000,賣權,-,-,-,-,0,0.03,10,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,23.0000,賣權,-,-,-,-,0,0.02,10,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,23.0000,賣權,-,-,-,-,0,0.01,10,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,23.0000,賣權,-,-,-,-,0,0.04,10,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,23.0000,賣權,-,-,-,-,0,0.01,10,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,23.0000,賣權,-,-,-,-,0,0.01,10,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,23.0000,賣權,-,-,-,-,0,0.01,10,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,23.0000,賣權,-,-,-,-,0,0.01,10,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,23.0000,賣權,-,-,-,-,0,0.01,10,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,23.0000,賣權,-,-,-,-,0,0.02,10,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,23.0000,賣權,-,-,-,-,0,0.06,10,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,23.0000,賣權,-,-,-,-,0,0.06,10,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,23.0000,賣權,-,-,-,-,0,0.02,10,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,23.5000,買權,-,-,-,-,0,1.07,5,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,23.5000,買權,-,-,-,-,0,1.09,5,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,23.5000,買權,1.27,1.27,1.27,1.27,5,1.51,5,1.19,1.4,1.27,0.81,,一般,
2019/06/19,CBO,201907  ,23.5000,買權,-,-,-,-,0,1.46,5,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,23.5000,買權,1.18,1.18,1.18,1.18,5,1.32,5,1.1,1.41,1.18,0.81,,一般,
2019/06/18,CBO,201907  ,23.5000,買權,-,-,-,-,0,1.16,5,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,23.5000,買權,-,-,-,-,0,0.94,5,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,23.5000,買權,-,-,-,-,0,1.11,5,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,23.5000,買權,-,-,-,-,0,0.98,5,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,23.5000,買權,-,-,-,-,0,1.07,5,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,23.5000,買權,-,-,-,-,0,1.05,5,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,23.5000,買權,-,-,-,-,0,0.87,5,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,23.5000,買權,-,-,-,-,0,0.82,5,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,23.5000,買權,-,-,-,-,0,0.84,5,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,23.5000,賣權,-,-,-,-,0,0.09,5,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,23.5000,賣權,-,-,-,-,0,0.04,5,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,23.5000,賣權,-,-,-,-,0,0.06,5,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,23.5000,賣權,-,-,-,-,0,0.09,5,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,23.5000,賣權,-,-,-,-,0,0.12,5,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,23.5000,賣權,-,-,-,-,0,0.05,5,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,23.5000,賣權,-,-,-,-,0,0.03,5,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,23.5000,賣權,-,-,-,-,0,0.01,5,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,23.5000,賣權,-,-,-,-,0,0.01,5,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,23.5000,賣權,-,-,-,-,0,0.02,5,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,23.5000,賣權,-,-,-,-,0,0.06,5,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,23.5000,賣權,-,-,-,-,0,0.16,5,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,23.5000,賣權,-,-,-,-,0,0.16,5,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,23.5000,賣權,-,-,-,-,0,0.09,5,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,24.0000,買權,-,-,-,-,0,0.7,5,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,24.0000,買權,-,-,-,-,0,0.63,5,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,24.0000,買權,0.82,0.82,0.82,0.82,5,1.02,5,0.74,0.94,0.82,0.55,,一般,
2019/06/19,CBO,201907  ,24.0000,買權,-,-,-,-,0,0.98,5,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,24.0000,買權,-,-,-,-,0,0.84,5,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,24.0000,買權,-,-,-,-,0,0.75,5,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,24.0000,買權,-,-,-,-,0,0.54,5,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,24.0000,買權,-,-,-,-,0,0.56,5,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,24.0000,買權,-,-,-,-,0,0.67,5,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,24.0000,買權,-,-,-,-,0,0.59,5,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,24.0000,買權,-,-,-,-,0,0.7,5,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,24.0000,買權,-,-,-,-,0,0.47,5,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,24.0000,買權,-,-,-,-,0,0.52,5,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,24.0000,買權,-,-,-,-,0,0.67,5,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,24.0000,賣權,-,-,-,-,0,0.13,2,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,24.0000,賣權,-,-,-,-,0,0.21,2,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,24.0000,賣權,-,-,-,-,0,0.21,2,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,24.0000,賣權,-,-,-,-,0,0.17,2,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,24.0000,賣權,-,-,-,-,0,0.23,2,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,24.0000,賣權,-,-,-,-,0,0.26,2,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,24.0000,賣權,0.12,0.12,0.12,0.12,2,0.14,3,-,-,0.4,0.12,,一般,
2019/06/19,CBO,201907  ,24.0000,賣權,-,-,-,-,0,0.04,3,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,24.0000,賣權,0.1,0.1,0.1,0.1,1,0.1,2,0.04,0.11,0.4,0.1,,一般,
2019/06/21,CBO,201907  ,24.0000,賣權,-,-,-,-,0,0.06,2,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,24.0000,賣權,-,-,-,-,0,0.16,2,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,24.0000,賣權,-,-,-,-,0,0.08,2,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,24.0000,賣權,-,-,-,-,0,0.34,2,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,24.0000,賣權,-,-,-,-,0,0.33,2,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,24.5000,買權,-,-,-,-,0,0.28,0,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,24.5000,買權,0.44,0.44,0.44,0.44,5,0.58,9,0.37,0.54,0.44,0.37,,一般,
2019/06/20,CBO,201907  ,24.5000,買權,-,-,-,-,0,0.44,4,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,24.5000,買權,0.37,0.37,0.37,0.37,4,0.55,4,-,-,0.37,0.37,,一般,
2019/06/18,CBO,201907  ,24.5000,買權,-,-,-,-,0,0.43,0,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,24.5000,買權,-,-,-,-,0,0.3,0,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,24.5000,買權,-,-,-,-,0,0.29,0,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,24.5000,買權,-,-,-,-,0,0.3,0,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,24.5000,買權,-,-,-,-,0,0.36,0,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,24.5000,買權,-,-,-,-,0,0.39,0,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,24.5000,買權,-,-,-,-,0,0.38,0,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,24.5000,買權,-,-,-,-,0,0.23,0,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,24.5000,買權,-,-,-,-,0,0.29,0,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,24.5000,買權,-,-,-,-,0,0.4,0,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,24.5000,賣權,-,-,-,-,0,0.31,5,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,24.5000,賣權,-,-,-,-,0,0.42,5,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,24.5000,賣權,-,-,-,-,0,0.42,5,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,24.5000,賣權,-,-,-,-,0,0.39,5,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,24.5000,賣權,-,-,-,-,0,0.49,5,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,24.5000,賣權,-,-,-,-,0,0.49,5,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,24.5000,賣權,-,-,-,-,0,0.31,5,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,24.5000,賣權,-,-,-,-,0,0.14,5,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,24.5000,賣權,0.22,0.22,0.22,0.22,1,0.24,5,0.15,0.27,0.69,0.22,,一般,
2019/06/21,CBO,201907  ,24.5000,賣權,-,-,-,-,0,0.16,5,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,24.5000,賣權,-,-,-,-,0,0.35,5,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,24.5000,賣權,-,-,-,-,0,0.26,5,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,24.5000,賣權,-,-,-,-,0,0.6,5,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,24.5000,賣權,-,-,-,-,0,0.59,5,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,25.0000,買權,-,-,-,-,0,0.09,6,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,25.0000,買權,0.19,0.19,0.19,0.19,5,0.25,52,0.16,0.23,0.21,0.12,,一般,
2019/06/20,CBO,201907  ,25.0000,買權,0.17,0.17,0.16,0.16,15,0.17,57,0.12,0.24,0.21,0.12,,一般,
2019/06/19,CBO,201907  ,25.0000,買權,0.17,0.19,0.13,0.19,55,0.24,42,-,-,0.21,0.12,,一般,
2019/06/18,CBO,201907  ,25.0000,買權,-,-,-,-,0,0.21,6,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,25.0000,買權,-,-,-,-,0,0.15,6,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,25.0000,買權,-,-,-,-,0,0.13,6,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,25.0000,買權,-,-,-,-,0,0.13,6,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,25.0000,買權,-,-,-,-,0,0.17,6,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,25.0000,買權,-,-,-,-,0,0.19,6,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,25.0000,買權,-,-,-,-,0,0.17,6,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,25.0000,買權,-,-,-,-,0,0.09,6,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,25.0000,買權,-,-,-,-,0,0.15,6,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,25.0000,買權,-,-,-,-,0,0.2,6,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,25.0000,賣權,-,-,-,-,0,0.61,5,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,25.0000,賣權,-,-,-,-,0,0.73,5,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,25.0000,賣權,-,-,-,-,0,0.71,5,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,25.0000,賣權,-,-,-,-,0,0.72,5,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,25.0000,賣權,-,-,-,-,0,0.82,5,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,25.0000,賣權,-,-,-,-,0,0.86,5,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,25.0000,賣權,0.64,0.64,0.64,0.64,5,0.6,10,-,-,1.1,0.61,,一般,
2019/06/19,CBO,201907  ,25.0000,賣權,-,-,-,-,0,0.35,10,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,25.0000,賣權,-,-,-,-,0,0.49,10,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,25.0000,賣權,0.4,0.4,0.4,0.4,5,0.35,5,0.34,0.48,1.1,0.4,,一般,
2019/06/17,CBO,201907  ,25.0000,賣權,-,-,-,-,0,0.64,5,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,25.0000,賣權,-,-,-,-,0,0.58,5,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,25.0000,賣權,-,-,-,-,0,0.96,5,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,25.0000,賣權,-,-,-,-,0,0.93,5,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,26.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,26.0000,買權,0.02,0.02,0.02,0.02,2,0.01,3,0.01,0.08,0.06,0.02,,一般,
2019/06/20,CBO,201907  ,26.0000,買權,0.06,0.06,0.06,0.06,1,0.01,1,0.01,0.08,0.06,0.06,,一般,
2019/06/19,CBO,201907  ,26.0000,買權,-,-,-,-,0,0.02,0,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,26.0000,買權,-,-,-,-,0,0.03,0,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,26.0000,買權,-,-,-,-,0,0.02,0,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,26.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,26.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,26.0000,買權,-,-,-,-,0,0.02,0,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,26.0000,買權,-,-,-,-,0,0.03,0,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,26.0000,買權,-,-,-,-,0,0.02,0,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,26.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,26.0000,買權,-,-,-,-,0,0.02,0,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,26.0000,買權,-,-,-,-,0,0.03,0,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,26.0000,賣權,-,-,-,-,0,1.45,0,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,26.0000,賣權,-,-,-,-,0,1.57,0,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,26.0000,賣權,-,-,-,-,0,1.53,0,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,26.0000,賣權,-,-,-,-,0,1.6,0,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,26.0000,賣權,-,-,-,-,0,1.66,0,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,26.0000,賣權,-,-,-,-,0,1.79,0,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,26.0000,賣權,-,-,-,-,0,1.42,0,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,26.0000,賣權,-,-,-,-,0,1.08,0,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,26.0000,賣權,1.37,1.37,1.25,1.25,10,1.24,0,1.13,1.44,1.37,1.25,,一般,
2019/06/21,CBO,201907  ,26.0000,賣權,1.26,1.26,1.26,1.26,5,1.05,5,1.13,1.34,1.37,1.25,,一般,
2019/06/17,CBO,201907  ,26.0000,賣權,-,-,-,-,0,1.47,0,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,26.0000,賣權,-,-,-,-,0,1.49,0,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,26.0000,賣權,-,-,-,-,0,1.85,0,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,26.0000,賣權,-,-,-,-,0,1.81,0,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,27.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/12,CBO,201907  ,27.0000,賣權,-,-,-,-,0,2.43,0,-,-,-,-,,一般,
2019/06/13,CBO,201907  ,27.0000,賣權,-,-,-,-,0,2.54,0,-,-,-,-,,一般,
2019/06/10,CBO,201907  ,27.0000,賣權,-,-,-,-,0,2.49,0,-,-,-,-,,一般,
2019/06/11,CBO,201907  ,27.0000,賣權,-,-,-,-,0,2.58,0,-,-,-,-,,一般,
2019/06/06,CBO,201907  ,27.0000,賣權,-,-,-,-,0,2.63,0,-,-,-,-,,一般,
2019/06/18,CBO,201907  ,27.0000,賣權,-,-,-,-,0,2.39,0,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,27.0000,賣權,-,-,-,-,0,2.04,0,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,27.0000,賣權,-,-,-,-,0,2.19,0,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,27.0000,賣權,-,-,-,-,0,1.99,0,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,27.0000,賣權,-,-,-,-,0,2.44,0,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,27.0000,賣權,-,-,-,-,0,2.48,0,-,-,-,-,,一般,
2019/06/05,CBO,201907  ,27.0000,賣權,-,-,-,-,0,2.78,0,-,-,-,-,,一般,
2019/06/03,CBO,201907  ,27.0000,賣權,-,-,-,-,0,2.83,0,-,-,-,-,,一般,
2019/06/04,CBO,201907  ,27.0000,賣權,-,-,-,-,0,2.78,0,-,-,-,-,,一般,
2019/06/14,CBO,201907  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/19,CBO,201907  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/20,CBO,201907  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/17,CBO,201907  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
2019/06/21,CBO,201907  ,28.0000,買權,-,-,-,-,0,0.01,0,-,-,-,-,,一般,
